Subject	Predicate	Object
STM2374	is not mutated by antibiotic	Streptomycin
STM2373	is not mutated by antibiotic	Streptomycin
STM2361	is not mutated by antibiotic	Streptomycin
STM2359	is not mutated by antibiotic	Streptomycin
STM2358	is not mutated by antibiotic	Streptomycin
STM2357	is not mutated by antibiotic	Streptomycin
STM2345	is not mutated by antibiotic	Streptomycin
STM2344	is not mutated by antibiotic	Streptomycin
STM2342	is not mutated by antibiotic	Streptomycin
STM2341	is not mutated by antibiotic	Streptomycin
STM2340	is not mutated by antibiotic	Streptomycin
STM2314	is not mutated by antibiotic	Streptomycin
STM2293	is not mutated by antibiotic	Streptomycin
STM2288	is not mutated by antibiotic	Streptomycin
STM2281	is not mutated by antibiotic	Streptomycin
STM2275	is not mutated by antibiotic	Streptomycin
STM2274	is not mutated by antibiotic	Streptomycin
STM2273	is not mutated by antibiotic	Streptomycin
STM2245	is not mutated by antibiotic	Streptomycin
STM2243	is not mutated by antibiotic	Streptomycin
STM2242	is not mutated by antibiotic	Streptomycin
STM2240	is not mutated by antibiotic	Streptomycin
STM2239	is not mutated by antibiotic	Streptomycin
STM2238	is not mutated by antibiotic	Streptomycin
STM2237	is not mutated by antibiotic	Streptomycin
STM2236	is not mutated by antibiotic	Streptomycin
STM2235	is not mutated by antibiotic	Streptomycin
STM2234	is not mutated by antibiotic	Streptomycin
STM2233	is not mutated by antibiotic	Streptomycin
STM2231	is not mutated by antibiotic	Streptomycin
STM2230	is not mutated by antibiotic	Streptomycin
STM2225	is not mutated by antibiotic	Streptomycin
STM2208	is not mutated by antibiotic	Streptomycin
STM2198	is not mutated by antibiotic	Streptomycin
STM2197	is not mutated by antibiotic	Streptomycin
STM2196	is not mutated by antibiotic	Streptomycin
STM2195	is not mutated by antibiotic	Streptomycin
STM2178	is not mutated by antibiotic	Streptomycin
STM2176	is not mutated by antibiotic	Streptomycin
STM2175	is not mutated by antibiotic	Streptomycin
STM2156a	is not mutated by antibiotic	Streptomycin
STM2139	is not mutated by antibiotic	Streptomycin
STM2138	is not mutated by antibiotic	Streptomycin
STM2135	is not mutated by antibiotic	Streptomycin
STM2134	is not mutated by antibiotic	Streptomycin
STM2133	is not mutated by antibiotic	Streptomycin
STM2011	is not mutated by antibiotic	Streptomycin
STM2010	is not mutated by antibiotic	Streptomycin
STM2008	is not mutated by antibiotic	Streptomycin
STM2007	is not mutated by antibiotic	Streptomycin
STM2006	is not mutated by antibiotic	Streptomycin
STM2005	is not mutated by antibiotic	Streptomycin
STM1999	is not mutated by antibiotic	Streptomycin
STM1994	is not mutated by antibiotic	Streptomycin
STM1988	is not mutated by antibiotic	Streptomycin
STM1967	is not mutated by antibiotic	Streptomycin
STM1948	is not mutated by antibiotic	Streptomycin
STM1941	is not mutated by antibiotic	Streptomycin
STM1940	is not mutated by antibiotic	Streptomycin
STM1939	is not mutated by antibiotic	Streptomycin
STM1934	is not mutated by antibiotic	Streptomycin
STM1933	is not mutated by antibiotic	Streptomycin
STM1911	is not mutated by antibiotic	Streptomycin
STM1896	is not mutated by antibiotic	Streptomycin
STM1877	is not mutated by antibiotic	Streptomycin
STM1874	is not mutated by antibiotic	Streptomycin
STM1873	is not mutated by antibiotic	Streptomycin
STM1872	is not mutated by antibiotic	Streptomycin
STM1871	is not mutated by antibiotic	Streptomycin
STM1870	is not mutated by antibiotic	Streptomycin
STM1869a	is not mutated by antibiotic	Streptomycin
STM1869	is not mutated by antibiotic	Streptomycin
STM1868a	is not mutated by antibiotic	Streptomycin
STM1865	is not mutated by antibiotic	Streptomycin
STM1864	is not mutated by antibiotic	Streptomycin
STM1861	is not mutated by antibiotic	Streptomycin
STM1860	is not mutated by antibiotic	Streptomycin
STM1859	is not mutated by antibiotic	Streptomycin
STM1858	is not mutated by antibiotic	Streptomycin
STM1857	is not mutated by antibiotic	Streptomycin
STM1856	is not mutated by antibiotic	Streptomycin
STM1854	is not mutated by antibiotic	Streptomycin
STM1851	is not mutated by antibiotic	Streptomycin
STM1849	is not mutated by antibiotic	Streptomycin
STM1843	is not mutated by antibiotic	Streptomycin
STM1829	is not mutated by antibiotic	Streptomycin
STM1827	is not mutated by antibiotic	Streptomycin
STM1808	is not mutated by antibiotic	Streptomycin
STM1795	is not mutated by antibiotic	Streptomycin
STM1794	is not mutated by antibiotic	Streptomycin
STM1793	is not mutated by antibiotic	Streptomycin
STM1792	is not mutated by antibiotic	Streptomycin
STM1790	is not mutated by antibiotic	Streptomycin
STM1788	is not mutated by antibiotic	Streptomycin
STM1787	is not mutated by antibiotic	Streptomycin
STM1786	is not mutated by antibiotic	Streptomycin
STM1785	is not mutated by antibiotic	Streptomycin
STM1760	is not mutated by antibiotic	Streptomycin
STM1747	is not mutated by antibiotic	Streptomycin
STM1741	is not mutated by antibiotic	Streptomycin
STM1698a	is not mutated by antibiotic	Streptomycin
STM1697	is not mutated by antibiotic	Streptomycin
STM1678	is not mutated by antibiotic	Streptomycin
STM1677	is not mutated by antibiotic	Streptomycin
STM1676	is not mutated by antibiotic	Streptomycin
STM1675	is not mutated by antibiotic	Streptomycin
STM1674	is not mutated by antibiotic	Streptomycin
STM1673	is not mutated by antibiotic	Streptomycin
STM1672	is not mutated by antibiotic	Streptomycin
STM1671	is not mutated by antibiotic	Streptomycin
STM1670	is not mutated by antibiotic	Streptomycin
STM1669	is not mutated by antibiotic	Streptomycin
STM1668	is not mutated by antibiotic	Streptomycin
STM1667	is not mutated by antibiotic	Streptomycin
STM1665	is not mutated by antibiotic	Streptomycin
STM1664	is not mutated by antibiotic	Streptomycin
STM1657	is not mutated by antibiotic	Streptomycin
STM1650	is not mutated by antibiotic	Streptomycin
STM1643	is not mutated by antibiotic	Streptomycin
STM1638	is not mutated by antibiotic	Streptomycin
STM1637	is not mutated by antibiotic	Streptomycin
STM1636	is not mutated by antibiotic	Streptomycin
STM1635	is not mutated by antibiotic	Streptomycin
STM1634	is not mutated by antibiotic	Streptomycin
STM1633	is not mutated by antibiotic	Streptomycin
STM1632	is not mutated by antibiotic	Streptomycin
STM1630	is not mutated by antibiotic	Streptomycin
STM1628	is not mutated by antibiotic	Streptomycin
STM1627	is not mutated by antibiotic	Streptomycin
STM1624	is not mutated by antibiotic	Streptomycin
STM1623	is not mutated by antibiotic	Streptomycin
STM1621	is not mutated by antibiotic	Streptomycin
STM1620	is not mutated by antibiotic	Streptomycin
STM1619	is not mutated by antibiotic	Streptomycin
STM1617	is not mutated by antibiotic	Streptomycin
STM1615	is not mutated by antibiotic	Streptomycin
STM1614	is not mutated by antibiotic	Streptomycin
STM1607	is not mutated by antibiotic	Streptomycin
STM1606	is not mutated by antibiotic	Streptomycin
STM1575	is not mutated by antibiotic	Streptomycin
STM1573	is not mutated by antibiotic	Streptomycin
STM1561	is not mutated by antibiotic	Streptomycin
STM1560	is not mutated by antibiotic	Streptomycin
STM1559	is not mutated by antibiotic	Streptomycin
STM1558	is not mutated by antibiotic	Streptomycin
STM1557	is not mutated by antibiotic	Streptomycin
STM1556	is not mutated by antibiotic	Streptomycin
STM1555	is not mutated by antibiotic	Streptomycin
STM1554	is not mutated by antibiotic	Streptomycin
STM1552	is not mutated by antibiotic	Streptomycin
STM1551	is not mutated by antibiotic	Streptomycin
STM1550	is not mutated by antibiotic	Streptomycin
STM1549	is not mutated by antibiotic	Streptomycin
STM1548	is not mutated by antibiotic	Streptomycin
STM1547	is not mutated by antibiotic	Streptomycin
STM1546	is not mutated by antibiotic	Streptomycin
STM1545	is not mutated by antibiotic	Streptomycin
STM1543	is not mutated by antibiotic	Streptomycin
STM1542	is not mutated by antibiotic	Streptomycin
STM1540	is not mutated by antibiotic	Streptomycin
STM1539	is not mutated by antibiotic	Streptomycin
STM1538	is not mutated by antibiotic	Streptomycin
STM1537	is not mutated by antibiotic	Streptomycin
STM1536	is not mutated by antibiotic	Streptomycin
STM1535	is not mutated by antibiotic	Streptomycin
STM1533	is not mutated by antibiotic	Streptomycin
STM1532	is not mutated by antibiotic	Streptomycin
STM1530	is not mutated by antibiotic	Streptomycin
STM1529	is not mutated by antibiotic	Streptomycin
STM1528	is not mutated by antibiotic	Streptomycin
STM1499	is not mutated by antibiotic	Streptomycin
STM1498	is not mutated by antibiotic	Streptomycin
STM1497	is not mutated by antibiotic	Streptomycin
STM1496	is not mutated by antibiotic	Streptomycin
STM1472	is not mutated by antibiotic	Streptomycin
STM1410	is not mutated by antibiotic	Streptomycin
STM1368	is not mutated by antibiotic	Streptomycin
STM1331	is not mutated by antibiotic	Streptomycin
STM1330	is not mutated by antibiotic	Streptomycin
STM1329	is not mutated by antibiotic	Streptomycin
STM1328	is not mutated by antibiotic	Streptomycin
STM1301	is not mutated by antibiotic	Streptomycin
STM1300	is not mutated by antibiotic	Streptomycin
STM1288	is not mutated by antibiotic	Streptomycin
STM1287	is not mutated by antibiotic	Streptomycin
STM1276	is not mutated by antibiotic	Streptomycin
STM1273	is not mutated by antibiotic	Streptomycin
STM1268	is not mutated by antibiotic	Streptomycin
STM1267	is not mutated by antibiotic	Streptomycin
STM1265	is not mutated by antibiotic	Streptomycin
STM1263	is not mutated by antibiotic	Streptomycin
STM1261	is not mutated by antibiotic	Streptomycin
STM1256	is not mutated by antibiotic	Streptomycin
STM1255	is not mutated by antibiotic	Streptomycin
STM1253	is not mutated by antibiotic	Streptomycin
STM1252	is not mutated by antibiotic	Streptomycin
STM1251	is not mutated by antibiotic	Streptomycin
STM1250	is not mutated by antibiotic	Streptomycin
STM1249	is not mutated by antibiotic	Streptomycin
STM1239	is not mutated by antibiotic	Streptomycin
STM1236	is not mutated by antibiotic	Streptomycin
STM1228	is not mutated by antibiotic	Streptomycin
STM1188	is not mutated by antibiotic	Streptomycin
STM1158	is not mutated by antibiotic	Streptomycin
STM1133	is not mutated by antibiotic	Streptomycin
STM1132	is not mutated by antibiotic	Streptomycin
STM1131	is not mutated by antibiotic	Streptomycin
STM1128	is not mutated by antibiotic	Streptomycin
STM1127	is not mutated by antibiotic	Streptomycin
STM1123	is not mutated by antibiotic	Streptomycin
STM1119	is not mutated by antibiotic	Streptomycin
STM1109	is not mutated by antibiotic	Streptomycin
STM1093	is not mutated by antibiotic	Streptomycin
STM1089	is not mutated by antibiotic	Streptomycin
STM1082	is not mutated by antibiotic	Streptomycin
STM1081	is not mutated by antibiotic	Streptomycin
STM1060	is not mutated by antibiotic	Streptomycin
STM1054	is not mutated by antibiotic	Streptomycin
STM1053	is not mutated by antibiotic	Streptomycin
STM1050	is not mutated by antibiotic	Streptomycin
STM1049	is not mutated by antibiotic	Streptomycin
STM1048	is not mutated by antibiotic	Streptomycin
STM1047	is not mutated by antibiotic	Streptomycin
STM1046	is not mutated by antibiotic	Streptomycin
STM1043	is not mutated by antibiotic	Streptomycin
STM1041	is not mutated by antibiotic	Streptomycin
STM1040	is not mutated by antibiotic	Streptomycin
STM1039	is not mutated by antibiotic	Streptomycin
STM1038	is not mutated by antibiotic	Streptomycin
STM1037	is not mutated by antibiotic	Streptomycin
STM1036	is not mutated by antibiotic	Streptomycin
STM1035	is not mutated by antibiotic	Streptomycin
STM1034	is not mutated by antibiotic	Streptomycin
STM1033	is not mutated by antibiotic	Streptomycin
STM1032	is not mutated by antibiotic	Streptomycin
STM1031	is not mutated by antibiotic	Streptomycin
STM1030	is not mutated by antibiotic	Streptomycin
STM1029	is not mutated by antibiotic	Streptomycin
STM1028	is not mutated by antibiotic	Streptomycin
STM1027	is not mutated by antibiotic	Streptomycin
STM1026	is not mutated by antibiotic	Streptomycin
STM1025	is not mutated by antibiotic	Streptomycin
STM1023	is not mutated by antibiotic	Streptomycin
STM1022	is not mutated by antibiotic	Streptomycin
STM1021	is not mutated by antibiotic	Streptomycin
STM1020	is not mutated by antibiotic	Streptomycin
STM1011	is not mutated by antibiotic	Streptomycin
STM1010	is not mutated by antibiotic	Streptomycin
STM1008	is not mutated by antibiotic	Streptomycin
STM1005	is not mutated by antibiotic	Streptomycin
STM1003	is not mutated by antibiotic	Streptomycin
STM1001	is not mutated by antibiotic	Streptomycin
STM0989	is not mutated by antibiotic	Streptomycin
STM0971	is not mutated by antibiotic	Streptomycin
STM0954	is not mutated by antibiotic	Streptomycin
STM0951	is not mutated by antibiotic	Streptomycin
STM0950	is not mutated by antibiotic	Streptomycin
STM0948	is not mutated by antibiotic	Streptomycin
STM0947	is not mutated by antibiotic	Streptomycin
STM0929	is not mutated by antibiotic	Streptomycin
STM0926	is not mutated by antibiotic	Streptomycin
STM0925	is not mutated by antibiotic	Streptomycin
STM0924	is not mutated by antibiotic	Streptomycin
STM0923	is not mutated by antibiotic	Streptomycin
STM0922	is not mutated by antibiotic	Streptomycin
STM0921	is not mutated by antibiotic	Streptomycin
STM0920	is not mutated by antibiotic	Streptomycin
STM0919	is not mutated by antibiotic	Streptomycin
STM0918	is not mutated by antibiotic	Streptomycin
STM0917	is not mutated by antibiotic	Streptomycin
STM0916	is not mutated by antibiotic	Streptomycin
STM0915	is not mutated by antibiotic	Streptomycin
STM0914	is not mutated by antibiotic	Streptomycin
STM0913	is not mutated by antibiotic	Streptomycin
STM0912	is not mutated by antibiotic	Streptomycin
STM0911	is not mutated by antibiotic	Streptomycin
STM0910	is not mutated by antibiotic	Streptomycin
STM0909	is not mutated by antibiotic	Streptomycin
STM0908	is not mutated by antibiotic	Streptomycin
STM0907	is not mutated by antibiotic	Streptomycin
STM0906	is not mutated by antibiotic	Streptomycin
STM0905	is not mutated by antibiotic	Streptomycin
STM0904	is not mutated by antibiotic	Streptomycin
STM0903	is not mutated by antibiotic	Streptomycin
STM0902	is not mutated by antibiotic	Streptomycin
STM0901	is not mutated by antibiotic	Streptomycin
STM0900	is not mutated by antibiotic	Streptomycin
STM0899	is not mutated by antibiotic	Streptomycin
STM0898a	is not mutated by antibiotic	Streptomycin
STM0898	is not mutated by antibiotic	Streptomycin
STM0897	is not mutated by antibiotic	Streptomycin
STM0896	is not mutated by antibiotic	Streptomycin
STM0895	is not mutated by antibiotic	Streptomycin
STM0894	is not mutated by antibiotic	Streptomycin
STM0893	is not mutated by antibiotic	Streptomycin
STM0886	is not mutated by antibiotic	Streptomycin
STM0885	is not mutated by antibiotic	Streptomycin
STM0884	is not mutated by antibiotic	Streptomycin
STM0869	is not mutated by antibiotic	Streptomycin
STM0868	is not mutated by antibiotic	Streptomycin
STM0867	is not mutated by antibiotic	Streptomycin
STM0860	is not mutated by antibiotic	Streptomycin
STM0859	is not mutated by antibiotic	Streptomycin
STM0858	is not mutated by antibiotic	Streptomycin
STM0857	is not mutated by antibiotic	Streptomycin
STM0856	is not mutated by antibiotic	Streptomycin
STM0855	is not mutated by antibiotic	Streptomycin
STM0854	is not mutated by antibiotic	Streptomycin
STM0839	is not mutated by antibiotic	Streptomycin
STM0810	is not mutated by antibiotic	Streptomycin
STM0809	is not mutated by antibiotic	Streptomycin
STM0799	is not mutated by antibiotic	Streptomycin
STM0777	is not mutated by antibiotic	Streptomycin
STM0771	is not mutated by antibiotic	Streptomycin
STM0770	is not mutated by antibiotic	Streptomycin
STM0769	is not mutated by antibiotic	Streptomycin
STM0765	is not mutated by antibiotic	Streptomycin
STM0764	is not mutated by antibiotic	Streptomycin
