Source	Target
A0A701IY19	
A0A704VUC7	
A0A727MV62	
A0A708CFS2	
A0A723VHW8	
A0A634QYQ3	
A0A701J3T5	
A0A709QW66	
A0A709LJT9	
A0A5X3FEX1	
A0A634A596	
A0A736E611	
A0A709LX72	
A0A708AYL5	
A0A0A7CTV4	
A0A736PZY9	
A0A628N2I2	
A0A702AUC5	
A0A709P8Q7	
A0A708K5L4	
A0A701EH70	
A0A730N4N0	
A0A713KWG8	
A0A701J492	
A0A708CE56	
A0A6Y3HFT8	
A0A706NUM0	
A0A713LN64	
A0A706BJY9	
A0A627PFZ9	
A0A740FJH9	
A0A701KVA5	
A0A736DWP9	
A0A619JPE7	
A0A0H3VX58	
A0A706U4P9	
A0A767S6Q5	
A0A0A7CXP6	
A0A6Y3R8J9	
Q2QHE5	
A0A708CNH0	
A0A701NIC3	
A0A708DA39	
A0A707XKS8	
A0A636BCC0	
A0A740VAH5	
A0A626E787	
A0A701E9F4	
A0A5U8V1S4	
A0A5W1WT22	
A0A701T6P1	
A0A627H3D5	
A0A767RS40	
A0A736A158	
A0A727RX80	
A0A5V8YLG6	
A0A735WZB4	
A0A732NNS1	
A0A711PBY2	
A0A734M0W4	
A0A735ZUS4	
A0A716LKV9	
A0A5W2CL69	
A0A734JKB6	
A0A707J2U1	
A0A701E943	
A0A708AAK5	
A0A727Q8R8	
A0A710EFB0	
A0A712N8R1	
A0A741WRC2	
A0A728G2R6	
A0A767WGM5	
A0A626E7D3	
A0A707BE78	
A0A701IX90	
A0A710LZS7	
A0A634SJ12	
A0A6Y4AKI8	
A0A634QYR5	
A0A727MPW2	
A0A5W2GRF4	
A0A708T6F6	
A0A5W6B5N2	
A0A629AR17	
Q9RH99	
A0A709E643	
A0A727MGG5	
A0A626FCA4	
Q4JDD0	
A0A5V7S7E4	
A0A734HCJ1	
A0A724BS16	
A0A767T6Y8	
A0A706QAH8	
A0A0D3RKC4	
A0A701NGZ2	
A0A752KYQ4	
A0A701L2Z2	
A0A727M8Z7	
A0A713SCQ2	
A0A709MTY6	
A0A708C3S5	
A0A706SSN1	
A0A734ME83	
A0A701H2Z3	
A0A5W6KKL4	
A0A707FML1	
A0A705Y303	
A0A740JB53	
A0A709Z1E7	
Q9L7R8	
A0A708AG50	
A0A737KX61	
A0A710L442	
A0A706I9F6	
A0A701K306	
A0A731BSR7	
A0A708II02	
A0A734M8N8	
A0A611U6D8	
A0A735ZWZ8	
A0A774MYG6	
O85317	
A0A6Y3B168	
A0A5Y8ER55	
A0A727M8U8	
A0A707YQH7	
A0A5W8R3L8	
A0A707YJF8	
A0A741WYZ2	
A0A634WUP7	
A0A632V6N6	
A0A709D1I0	
A0A735XUS7	
A0A5Z6N9B4	
A0A708A816	
A0A602U6F2	
A0A707YRH2	
A0A635ZGX9	
A0A727MLE8	
A0A635FTQ0	
A0A727CZ04	
A0A701H5G9	
A0A735ZX10	
A0A5Z6N807	
A0A732IJP7	
A0A707QVP9	
A0A635QJK1	
A0A707QPT0	
A0A1I9W6L9	
A0A706BPV4	
A0A705WXF7	
A0A705WZ12	
A0A710LLH2	
A0A701NG25	
A0A5Y4V8G1	
A0A708DKH3	
A0A727MDI2	
A0A709KE02	
A0A7G2DGG9	
A0A701H0R8	
A0A708N3V1	
A0A701K1D4	
A0A603KJ02	
A0A5X9CTC8	
A0A708T1N0	
A0A609RWB8	
A0A735ZV94	
T2HWQ7	
A0A707IUJ4	
A0A725J985	
A0A712IYR3	
A0A738BAZ6	
A0A707Q9P6	
A0A736XAH5	
A0A723WMK3	
A0A741XIL5	
A0A706EF80	
A0A707QQ96	
A0A707U3P6	
A0A740JRW3	
A0A736JEI3	
A0A708GUE4	
A0A627WRF2	
A0A774MXL9	
A0A727S1C3	
A0A631RHV9	
A0A753F5V5	
A0A707YY57	
A0A648F370	
A0A707XMQ3	
A0A727RR53	
A0A767SAH2	
O84884	
A0A767W0V7	
A0A631RID3	
A0A707ZZL5	
A0A701NXA0	
A0A707BSW5	
A0A727S1X3	
A0A5Z8E1T1	
A0A709TTH8	
A0A5W1NHT9	
Q3T8I6	
A0A620W6H5	
A0A5U0EDD9	
A0A626FDY2	
A0A712S671	
A0A708TMR7	
A0A725EJQ8	
A0A701ECJ1	
A0A614Q429	
A0A707HEN9	
A0A704RXW5	
A0A701H5M6	
A0A727MHA9	
A0A611Q157	
A0A626PS64	
A0A767XXE8	
A0A735TWA5	
A0A707SKA5	
A0A707HQS7	
A0A6Y1BLS2	
A0A702EX78	
A0A6Y3QHM3	
A0A707YMA3	
A0A707YP02	
A0A707SUP3	
A0A707YZE0	
A0A635ZGW2	
A0A705YWT9	
A0A701H824	
A0A734I4I5	
A0A707ZDR7	
A0A727MXR4	
A0A635JPK5	
A0A6X8XDS8	
A0A709P822	
A0A708CLV2	
A0A707QVA2	
A0A639N1R3	
A0A707YXM3	
A0A707YJJ9	
A0A0A7D2V5	
A0A639MW51	
A0A0A7D5K1	
A0A706W0G5	
Q8KRU6	
A0A6Y3MM96	
A0A709U4U5	
A0A706WST2	
A0A727S369	
A0A727MJM5	
A0A5T4INZ9	
A0A5Y7BV11	
A0A727HQP5	
A0A708UHR4	
A0A715WPD5	
A0A635X7L7	
A0A767T5M4	
A0A727MPB5	
A0A701I4C9	
A0A701E8X9	
A0A707AC33	
A0A628N9F4	
A0A707YQA9	
A0A6Y1HWC7	
A0A6Y3HPS9	
A0A728IA46	
A0A609J1G0	
A0A727NFS5	
A0A6Y2XRQ5	
A0A5Z7JZE0	
A0A717LMA1	
A0A709PDM1	
A0A774MVZ7	
A0A708NQL4	
A0A727MXT6	
A0A730MQD1	
A0A707YP35	
A0A634SIW3	
A0A6Y2PDR8	
A0A723WRF0	
A0A708YA64	
A0A706BTQ9	
A0A734NIL9	
A0A1I9W6W5	
A0A736Q0C5	
A0A709I9T2	
A0A736E9M7	
A0A707WVQ4	
A0A701IZQ2	
A0A708AHU1	
A0A706FKB6	
A0A740NQE7	
A0A7G2DGU2	
A0A734D0I3	
A0A715WWT5	
A0A636FLZ9	
A0A5Y4V8H5	
A0A714F9G1	
A0A628NA30	
A0A774N1A6	
A0A634QYN8	
A0A736DWH9	
A0A609S2W8	
A0A731Z9P5	
A0A732VRL7	
A0A708AD03	
A0A707RRT3	
A0A712XJ68	
A0A097KZP3	
Q9XC77	
A0A709FU44	
A0A701J283	
A0A734GSJ9	
A0A774MZ67	
A0A6Y3RDG7	
A0A635ZGU6	
A0A741GJB5	
A0A707WR22	
A0A742J056	
A0A740V988	
A0A5W7VDZ0	
A0A713IED0	
A0A6Y4T2T9	
A0A626E613	
A0A727MD37	
A0A714AJL3	
A0A701T5M6	
A0A701IX80	
A0A5X1VTI6	
A0A618F0Y0	
A0A711LP28	
A0A701K2X4	
A0A731FNE3	
A0A708D3I0	
A0A713Y1X2	
Q5Y204	
A0A710LR33	
A0A701NIP0	
A0A707HRB5	
A0A701J0Y0	
A0A709FCP4	
A0A767SGQ0	
A0A767WBV3	
A0A712S388	
A0A774SBJ6	
A0A704RWD7	
A0A708CFK3	
A0A701IW00	
A0A707YVS7	
A0A706ZWI9	
A0A6Y3RAB6	
A0A708ADU0	
A0A735ZWN5	
A0A706R0Z7	
A0A736DZY2	
A0A706JLM3	
A0A701IYE5	
A0A5U8V564	
A0A706WNE5	
A0A708US74	
A0A710HZ36	
A0A707QCB8	
A0A736UVD8	
A0A5Z6FD59	
A0A5W9YQU0	
A0A701J1W9	
A0A739BFK2	
A0A709GST4	
A0A706W1D0	
A0A701T2F2	
A0A701J1L5	
A0A701JXL7	
A0A723WPH1	
A0A6Y1HTC0	
A0A708A8Y2	
G2HKA4	
A0A1I9W727	
A0A727Z2E2	
A0A701NJJ1	
A0A713ECB2	
A0A5W9LF16	
A0A706WK11	
A0A631RAX0	
A0A5U8V6S1	
A0A6Y3UJ69	
A0A611UUI3	
A0A706C2K3	
A0A707IZD0	
A0A709QWG0	
A0A707TP87	
A0A5W2GWL9	
Q3T8G2	
A0A6Y6IHK7	
A0A625QTR5	
A0A734DGR4	
A0A701DMP4	
A0A740MLQ5	
A0A609J0S4	
A0A701G6I8	
A0A5W4THY1	
A0A735ZQ18	
G2HK72	
A0A701J0D6	
A0A706QG00	
A0A736Q292	
Q8VVE8	
A0A604W8G1	
A0A740LTW2	
A0A611XRN8	
A0A708HEG4	
A0A5W6KQQ3	
A0A604VXB1	
A0A727MAF7	
A0A706WE26	
A0A631RBR9	
A0A611W9P3	
A0A706NLH3	
A0A730JW92	
A0A706WJI0	
A0A727D3S1	
A0A5T4J396	
A0A625UR15	
A0A634A5F6	
A0A5Y4VF40	
A0A727MSK7	
A0A734D4T2	
A0A6Y1N337	
A0A701DQH6	
A0A707B5W6	
A0A713QGL9	
A0A734MCP3	
A0A5Y4VK22	
A0A625QIC1	
A0A736A024	
A0A742EKT7	
A0A611UZG0	
A0A727MBS3	
Q5BM94	
A0A735WSJ4	
A0A602EM21	
A0A728XNQ5	
A0A701IWP3	
A0A707ED57	
A0A631ZJX6	
A0A727MEV9	
A0A708NME9	
A0A736E4R0	
A0A707YKH1	
A0A741U3C1	
A0A345WZB5	
A0A706HF78	
A0A705XYK6	
A0A635CNG9	
A0A701H5M3	
A0A707NSI3	
A0A701EF94	
A0A708NEW7	
A0A742J5I8	
A0A5Y4VDM5	
A0A708GQW9	
A0A632V8H5	
A0A707M6T1	
A0A709HQN0	
A0A709VZ73	
A0A1P8DNA4	
A0A709JLX0	
A0A0G3B0Y0	
A0A5X2DSU6	
A0A707YTZ2	
A0A5X4LEP1	
A0A729JBY4	
A0A701NIS3	
A0A701H4U1	
A0A704S2E9	
A0A611U6U6	
A0A752VGV5	
A0A727MFB1	
A0A708PSS6	
A0A709FR39	
A0A625MFI8	
A0A5Y0LVY5	
A0A626FDK0	
A0A0A7CTQ4	
A0A7G2DHY0	
A0A727RZG3	
A0A5W2GWJ1	
A0A727MSF4	
A0A740USQ5	
A0A5Y4VCP9	
A0A736JDR2	
A0A727T576	
A0A637VHC9	
A0A734MK19	
A0A708CAC9	
A0A740RS29	
A0A708S4H6	
A0A736JQ71	
A0A5V8UA55	
A0A5W9YNF0	
A0A738D394	
A0A634QYN0	
A0A5Z9FS69	
A0A708HX30	
A0A709PJS1	
A0A625MGX7	
A0A626FWP8	
A0A608YRN1	
A0A724RV50	
A0A5V8U613	
A0A736E8E9	
A0A635CN63	
A0A707MKZ7	
A0A767SMT9	
A0A710FHH8	
A0A767XY85	
A0A701IZU8	
A0A626J1G4	
A0A727HW94	
A0A709XYD1	
A0A727TVZ7	
A0A738D9A8	
A0A707Z212	
A0A701EEI2	
A0A727RQ98	
O85311	
A0A3Y1BSL6	
A0A701H2S3	
A0A707R4V1	
A0A709FV25	
A0A5W8QZM5	
A0A5V8U7V4	
A0A708T080	
A0A701GWX8	
A0A635X7H1	
A0A5U0EBK6	
A0A707ZB18	
A0A741G650	
Q9X619	
A0A626JEB0	
A0A734J4S6	
A0A707RP93	
A0A626G2Y7	
A0A5X2ZWB7	
O30904	
A0A626IU25	
A0A1P8DN76	
A0A5X4LGN7	
A0A711ADZ0	
A0A717RPP9	
A0A701IY22	
Q5Y1V4	
A0A708CPQ8	
A0A5Z9WV25	
A0A708J1N4	
A0A710L6J3	
A0A731Y683	
A0A709LLG7	
A0A5W3SZE4	
A0A708DFE9	
A0A701NHH7	
A0A727MEV0	
O85324	
A0A5U8V8A9	
A0A727MIW7	
A0A736A7S5	
A0A5V7MBZ2	
A0A737X463	
A0A701EFS7	
A0A706NQL0	
A0A701NIW7	
A0A710W281	
A0A707YX35	
A0A707ZZ03	
A0A708BAB7	
A0A710BVT3	
A0A740FJX5	
A0A727MJW6	
A0A741ZSX7	
A0A727RQ79	
A0A740M9P3	
A0A701E496	
A0A710JFJ2	
A0A728AAD4	
A0A5X9MT10	
A0A714ELS8	
A0A636Z8J0	
A0A706QN12	
A0A701NHB5	
A0A708E1V3	
A0A701K785	
A0A628N921	
A0A701NP63	
A0A628N5Z3	
A0A741XJ52	
A0A706K552	
A0A701NI03	
G9CAV1	
A0A5W8K6H7	
A0A701JR52	
A0A626FV93	
A0A5C2CVQ7	
A0A701PBE2	
A0A5W7DJP0	
A0A705WYQ8	
A0A767S713	
A0A5U8V9G1	
A0A710W326	
A0A736URX4	
A0A5Z6FE14	
A0A710W297	
F2Z845	
A0A708DQF0	
A0A710F772	
A0A701KDA8	
A0A701J2N1	
A0A708F9T2	
A0A740EJM0	
A0A2S1FM70	
A0A710F5M2	
A0A634QDM2	
A0A741Z5A6	
A0A634SJ84	
A0A609S0M2	
A0A714AIU4	
A0A6Y6HC44	
A0A708HN93	
A0A734DR29	
A0A728DR22	
A0A5W5XIE2	
A0A734H6Z7	
A0A5W6NVH1	
A0A5U8VYH4	
A0A736Q1G4	
A0A727RRV1	
A0A736Q4X7	
A0A701CXW4	
A0A736N943	
A0A629AM13	
A0A710LL94	
A0A626FC87	
A0A734GHB2	
A0A5Z6NB12	
A0A3U5FPP9	
A0A710RK89	
A0A634R306	
A0A727D3Z6	
A0A707BMW8	
A0A701NXP8	
A0A635CQC5	
O67974	
A0A5Y0LU42	
A0A1P8DN52	
O33790	
A0A701NJ93	
A0A706QDQ8	
A0A5X9L1P1	
A0A631M122	
A0A767W056	
A0A708IKK8	
A0A701W3K3	
A0A767SDD5	
A0A614PZN4	
A0A709R7D8	
A0A767W0D6	
A0A5Z5YTL5	
A0A707M652	
A0A707JA95	
A0A701SZI5	
A0A736US58	
A0A727MPH3	
A0A734II63	
A0A708YZ06	
A0A5Y4VDK6	
A0A734JAX9	
A0A701IVT9	
A0A2H5BEN4	
A0A701P478	
A0A727RXE1	
A0A767XXX9	
A0A5Z8AR53	
A0A1I9W6K0	
A0A712TEB0	
A0A708D3L9	
A0A736A4Z7	
A0A707TSA5	
A0A3Y9YGP8	
A0A737FW00	
A0A5W9UB84	
A0A710VZS8	
A0A5W3T5R6	
A0A707QNN0	
A0A704VRL6	
A0A727ME16	
A0A734MD85	
A0A701P691	
A0A707NYI0	
A0A708KLH7	
A0A735ZZX5	
A0A629AIN0	
A0A628N5V5	
A0A727ME38	
A0A639KUF1	
A0A727MZ39	
A0A710HJT8	
A0A707R730	
A0A701J548	
A0A627WX44	
A0A631R6X9	
A0A736E7J9	
A0A728DWW0	
A0A701IW18	
A0A767S637	
A0A5Y8EQK4	
A0A707YUQ0	
A0A708CQM3	
A0A732YUG8	
A0A6Y3M6B7	
A0A713T2J3	
A0A5Z8AD78	
A0A734AFX0	
A0A634QSB9	
A0A618CRK0	
A0A1I9W6Z8	
A0A712NIH0	
A0A774MRM9	
A0A5Z6I8W5	
A0A609J2A3	
A0A6Y4C8K5	
A0A701H450	
A0A707FXW1	
A0A709R7K5	
A0A706B9S9	
A0A708A8Z1	
A0A707T478	
A0A5Y0KSM9	
A0A728EJF2	
A0A711A9G7	
A0A3Z1V1Q3	
A0A701JSQ9	
A0A734E0G3	
A0A708E2T1	
A0A734EYK4	
A0A708CDE4	
A0A5W1X945	
A0A707R214	
A0A626E782	
A0A707GMP7	
A0A708CRH3	
A0A705X119	
A0A741Z6E4	
A0A774S8I8	
A0A631LTV2	
A0A734GRF1	
A0A6Y3M6Q1	
A0A707FDU0	
A0A707YSQ7	
A0A609J1W8	
A0A0E3KI53	
A0A701CUD0	
Q9F2D7	
A0A727MRG9	
A0A5Y4VHV5	
Q9KI74	
A0A6X9B1I4	
A0A707H1U2	
A0A709T7R7	
A0A614Q378	
A0A705WU40	
A0A5W1Q1K1	
A0A735ZZ25	
A0A622HYS8	
A0A737AD48	
A0A647AN50	
A0A604W4C9	
A0A5W6KQY7	
A0A701H6C2	
A0A736Q7X3	
A0A0A7CSW3	
A0A742EL81	
A0A628N5K6	
A0A736EAE0	
A0A702LYJ7	
A0A5W3T700	
A0A707ZG32	
A0A706HYZ8	
A0A706B626	
A0A708CP86	
A0A0D3RJS1	
A0A708JE99	
P74862	
A0A634D1Z8	
A0A626E805	
Q53283	
A0A709TZJ2	
A0A636ZNJ6	
A0A735ZW86	
A0A706WYK9	
A0A714DX81	
A0A736E759	
A0A710FT62	
A0A727MGX5	
A0A626F186	
A0A635X8X6	
A0A736E5Q3	
A0A736E5P4	
A0A740V8P3	
A0A627P8W1	
A0A3U0CFU4	
A0A707YPT5	
A0A708MEU6	
A0A5W4YFN6	
A0A708IJJ3	
A0A708N2Y2	
A0A631M2B0	
A0A5U8V6P0	
A0A727MDZ0	
A0A774MYJ8	
A0A709U0P9	
A0A735JR58	
A0A710E3V4	
A0A707G4V8	
A0A706NSM9	
A0A5V6UUN7	
A0A730NLR5	
A0A729QFN5	
A0A727M922	
A0A7G9C5K0	
A0A615DX32	
A0A708AMY9	
A0A735ZS64	
A0A5U0ED14	
A0A736AC61	
A0A701GG74	
A0A707GCG1	
A0A732NJ82	
A0A742BG01	
A0A707QTS2	
A0A628N5U4	
A0A609IZC0	
A0A732P5C0	
A0A736PYN3	
A0A5Z7M138	
A0A707QQJ8	
A0A736Q3Y9	
A0A736A2Z5	
A0A767SPH8	
A0A707YQW0	
A0A736E5D9	
A0A707R573	
A0A628N2G0	
A0A713XNV7	
A0A635ZGW5	
A0A707YYM7	
Q9RFV2	
A0A635CPE6	
A0A708R413	
A0A708BCI2	
Q2QHF9	
A0A5X4L757	
Q2QHH6	
A0A741ZDT8	
A0A5V6UEE2	
A0A727S0Y3	
A0A727RUD2	
A0A701IV99	
A0A730X8M5	
A0A701CV94	
A0A706WGY4	
A0A707MV45	
A0A629CJJ1	
A0A734H755	
A0A611PL16	
A0A708CM30	
A0A710H7D5	
A0A618CYA3	
A0A736A0V6	
A0A618EV42	
A0A707GIE1	
Q5Y1Y7	
A0A707I2J6	
A0A603JEF4	
A0A709E5Q8	
A0A5W3QM27	
A0A732IQX3	
A0A5Y4MWZ1	
A0A767SM99	
A0A707N079	
A0A701EEA0	
A0A710VVK9	
A0A727RX25	
A0A706CP31	
Q3T8H6	
A0A740Y8K1	
A0A741R5I9	
A0A709XWQ9	
A0A4P3HGM1	
A0A727MHV2	
A0A6Y4AHN3	
A0A6Y2XR73	
A0A5W1Q965	
A0A701PP58	
A0A715ZFR5	
A0A732CDM4	
A0A736DWX4	
A0A706I853	
A0A6Y4AS72	
A0A701HHR2	
A0A701H6Y2	
A0A291HH78	
A0A5Z5YU65	
A0A737X4B5	
A0A701HU31	
A0A706QFU0	
A0A708V4J8	
A0A601R637	
A0A618F0S6	
A0A708CJE2	
A0A709FL90	
A0A736DX69	
A0A740FGF4	
A0A5Z5YSG5	
A0A708T0S4	
A0A5W7S2T8	
A0A701J2J5	
A0A611K7D5	
A0A3V0J9R4	
T2HV56	
A0A0D6HWN3	
A0A3V7X8M0	
A0A0F7JAS4	
A0A0F7J987	
A0A2J0RM39	
A0A612NAR3	
A0A3Z9BPX7	
A0A0D6I490	
A0A3V4G9G7	
Q79VT5	
H9L4K2	
A0A3R0EGP3	
A0A3Z9QRD2	
A0A0D6I1S0	
A0A0D6GH74	
A0A0F7J9I2	
A0A2J0RBH1	
A0A0D6IRQ8	
A0A0F7JBF8	
A0A0D6IPA1	
A0A0D6I6F0	
A0A484XDZ6	
A0A0F7J589	
A0A3V3BGG7	
A0A0J5F100	
A0A2J0R8J4	
A0A0W4IJV8	
A0A5X2H047	
A0A3V7XAG3	
A0A0D6GMZ6	
A0A0J0WRV6	
A0A5Y6Z470	
A0A2J0RVX2	
A0A0D6G3Y3	
A0A612P0M8	
A0A0D6FWX9	
A0A0F7JAV7	
A0A638TW39	
A0A6C8YJM2	
A0A3R0FRX5	
A0A3T5A5K0	
A0A0D6FAN7	
A0A0G3B291	
A0A1X2XR25	
A0A0J0WFJ6	
A0A0D6I470	
A0A0D6IM00	
A0A0F7JAI7	
H9L4H0	
H9L4L7	
A0A2J0RLI1	
A0A639MV94	
A0A0F7J433	
A0A0F7JDP1	
A0A0D6HWU4	
A0A2J0RKS0	
A0A2J0RKB2	
A0A3V0J4K5	
A0A0D6G737	
A0A0F7J880	
A0A3R0ZDZ5	
A0A3Z9QNY3	
A0A0F7J9G7	
A0A0D6IFY7	
A0A484VQU4	
A0A0D6HNU7	
A0A634ZUB9	
A0A2J0RUS8	
F2Z7Z3	
A0A3V2RQJ8	
A0A0F7J7H7	
A0A0D6FDC5	
A0A0D6FBA0	
A0A3T5AAH9	
A0A0D6HV18	
A0A0D6HFG4	
A0A5Z2WUS4	
A0A5K1U8B2	
A0A0D6H2N2	
Q79VV5	
A0A0F7JAE2	
F2Z7Y5	
A0A0D6I4Z1	
A0A3V0JA26	
A0A5W2M7L0	
A0A0J5KH25	
A0A3Z7J9X3	
A0A622KU96	
A0A0D6FYK8	
A0A3V2KT79	
A0A3T9YNU1	
A0A0D6GEW3	
A0A0H3VVT1	
A0A0F7JA74	
A0A0F7J6R2	
A0A0H3TG00	
A0A3R1C4V9	
A0A0B7J6I9	
A0A0F7JFJ8	
A0A0F7J3X8	
A0A0D6HM77	
A0A0W5B2K8	
A0A3V0J4H5	
A0A0D6HPD9	
A0A0F7JC42	
A0A0D6I8G7	
A0A5Y6Z1D8	
A0A0D6GIV7	
A0A5Z2V9B5	
A0A0J0X2H4	
A0A0D6H5U1	
Q93IN9	
A0A5K1VPE6	
A0A0F7JA72	
A0A0F7DJ64	
A0A3V0J9S6	
A0A0F7J4Z3	
A0A0D6FP14	
A0A0M2J0I8	
A0A0D6FXJ3	
F2Z809	
A0A4P3HB78	
A0A0D6GSI3	
A0A5V7ACK0	
A0A3Z7JBE6	
A0A2J0RRD9	
A0A638RZ72	
A0A3V4GCH8	
A0A0F7J8D4	
A0A0D6GDJ4	
A0A0D6INT0	
A0A0M2IP56	
A0A0D6FLD2	
A0A0D6HU79	
A0A0D6FBD2	
A0A2J0RK29	
A0A3V4GKA9	
A0A0F7JFP5	
A0A0D6IMU7	
A0A3V0J9S0	
A0A0F7J6M9	
A0A611CGA4	
A0A3V0J130	
A0A3T5A0U5	
A0A444A908	
A0A0D6IHV0	
A0A484XL01	
H9L4D1	
A0A3R0DXH9	
A0A3Y3F6M2	
A0A0D6FIW1	
A0A0D6GSV4	
A0A0F7JCP4	
A0A1P8VU29	
A0A3U8KMX2	
A0A5X3THD6	
A0A5X0IPW7	
A0A3R0SM84	
A0A633ZUE4	
A0A0D6IIJ4	
A0A0D6HV87	
O30352	
A0A628SQ35	
A0A2J5VRH4	
A0A2J0RJM7	
O87660	
A0A0J5F7T5	
A0A3V4GK83	
A0A0D6IED5	
A0A0D6HK59	
A0A5Y0P6P4	
A0A0D6GCI6	
A0A0D6IQD3	
A0A0D6I564	
F2Z7U8	
A0A1P8VU81	
A0A0D6FDA4	
A0A0F7J9H5	
A0A0F7JA76	
A0A5W9DGY5	
A0A0F7DJL8	
Q04291	
A0A0F7J642	
A0A0D6FN97	
A0A6C8YUU0	
A0A0W5XSE2	
A0A5Y2F0R8	
A0A0F7J7M5	
A0A0P0CME2	
A0A2J0R7X5	
A0A0D6GCC3	
A0A0F7J7D3	
A0A0D6HND8	
A0A0D6HAS8	
A0A0F7J4U6	
A0A2J0RL20	
A0A2J0RJ16	
A0A0F7JE09	
A0A0D6FIC6	
A0A3Y9F5Z8	
A0A635JPV8	
A0A0F7J896	
A0A0D6G4Y2	
A0A3Y4QPE9	
A0A0D6IMY8	
A0A484VR77	
A0A0D6HTB8	
A0A3Z7UYK0	
A0A0J5EM77	
A0A3V2KV75	
A0A0D6H6G0	
A0A0D6HJC6	
A0A0D6HJ82	
A0A5K1VRG8	
A0A0D6IPY9	
Q9X523	
A0A0F7J782	
Q79VW9	
A0A5Y7CC30	
C7B0S0	
A0A0F7JCE0	
F2Z7Z2	
A0A3V0J9N4	
A0A0M0PHF5	
A0A0D6IDK1	
A0A0F7JAC5	
A0A0W5BFQ7	
A0A3Z5UEU7	
A0A0M0PJE7	
A0A2J5W709	
A0A0D6HAX3	
A0A2J0R914	
A0A5Z2X515	
A0A0D6GJS0	
A0A3V0J4B4	
A0A0H3T8Z5	
A0A5K1UXQ9	
A0A0D6I7P8	
A0A0F7J3E7	
A0A3V2RY97	
A0A0D6G7R6	
A0A3V4GKV0	
A0A0F7J4L6	
A0A3V2RYW1	
A0A0D6HDL3	
A0A0D6IK97	
F2Z836	
A0A0F7DJV7	
A0A0F7JCC6	
A0A2J0RDY4	
A0A2J0RDY6	
A0A3V3UCJ2	
A0A0D6FAD5	
A0A484VSX9	
A0A2J5X186	
A0A607UX10	
A0A0F7JEL9	
A0A3Y9A5C8	
A0A6C8WTB6	
A0A0F7DIS9	
A0A2J0R9P5	
A0A0F7DJN4	
A0A0F7J5B4	
A0A0D6FVP0	
A0A3Z9QGS1	
A0A5W2MI90	
A0A0F7DI32	
A0A3Z6KHK0	
A0A3V7XGU0	
A0A0F7JAC2	
A0A2J0RKW4	
A0A0D6HD91	
A0A5K1VCD6	
A0A0D6G0T8	
A0A1P8DMK5	
A0A0D6FC06	
H9L4H3	
A0A0F7DIK1	
A0A3V7XE87	
A0A0D6G2X9	
A0A0D6GE02	
A0A0F7JAG3	
A0A0F7J7R4	
A0A0F7DI26	
A0A0M0QC61	
A0A0D6II79	
A0A5V7A7P7	
A0A3V7XCK4	
A0A0J5ESB6	
A0A0F7J5F1	
A0A0D6I263	
A0A0F7J7R3	
A0A0F7J4B1	
A0A2J0S0C3	
A0A3Z6KAM2	
A0A0F7JC28	
A0A0D6FE28	
A0A621EC03	
A0A0D6IBW1	
A0A2J0RKK5	
A0A5Y6YXE2	
A0A5V7AG40	
A0A0M2IV02	
A0A0D6GYE0	
A0A3Z6KJX6	
A0A3R0E226	
A0A0D6HTF9	
A0A0F7J8V5	
A0A3U8I010	
A0A0F7JA37	
A0A0J5DNT8	
A0A2J0RMI1	
A0A0F7JC40	
A0A0F7DJL4	
A0A0F7JEA8	
A0A0D6HAJ3	
A0A3V3BU29	
A0A0D6F9K1	
A0A0D6FBI0	
A0A3V7XJR3	
A0A603JC90	
A0A5X3YRR7	
A0A2J0RFT7	
A0A2J0R7S5	
A0A0F7JC15	
A0A5Y6Z252	
A0A0F7J9K4	
A0A618V024	
A0A2J0RKQ3	
A0A0F7JA02	
A0A3Z9QTR1	
A0A0F7JFG5	
A0A3V7XD15	
A0A0F7JEG9	
A0A3Z7JJN5	
A0A0D6FKE7	
A0A3Z6KHM0	
A0A631MZK9	
A0A0F7J7Q1	
A0A5W2C4F3	
Q79VV8	
A0A0D6HQL8	
A0A0D6FS03	
A0A0D6I3D9	
A0A0F7JBD4	
A0A0M0PU92	
A0A0C5PH42	
A0A2J5WU37	
A0A0D6GED5	
A0A0F7JEI4	
A0A626LP22	
A0A2J0R945	
A0A5V8S6Y2	
A0A2J0RD80	
A0A5Y7C287	
A0A0F7DHV2	
A0A2J0R8N5	
A0A3V2KTC3	
A0A5K1V3I4	
A0A3V6MWU2	
A0A3Z7JFC6	
A0A609RQE0	
A0A0D6FKJ6	
A0A0D6FAH6	
A0A0W5CAJ1	
A0A0D6GX35	
A0A5Y6YZY9	
A0A3V0JB38	
A0A3Y1BLT4	
A0A612NG11	
A0A4U8KWZ1	
A0A3V0J8H3	
A0A3Z9QL88	
A0A0F7J7V2	
A0A0D6FBI5	
A0A3V4WW48	
A0A6C8YWJ1	
A0A0F7J5W1	
A0A2J0RMH5	
A0A0D6H673	
A0A0D6GWB4	
A0A0D6H826	
A0A5K1V5U9	
Q540E1	
A0A2H4MK96	
A0A0F7JEV4	
A0A0D6H299	
A0A0F7JBE0	
A0A5X8HZZ0	
A0A0F7J802	
A0A0D6I5I2	
Q0QMQ4	
A0A0J0X7P1	
A0A615DRJ8	
A0A0D6HVD7	
A0A0F7JCB7	
Q9S456	
A0A0F7DJN8	
A0A0D6FKG5	
A0A1I9S323	
A0A3V7XDM5	
